Unnamed: 0,Document,Summary,Dataset
386,"Ngày N 13-12 , ông Nguyễn Đức Hoạt - trưởng Phòng N quản trị V Bệnh viện N hữu nghị A Việt - Tiệp Hải Phòng , xác nhận V trưa N 12-12 có V xảy V ra V một vụ N xô xát V giữa bảo vệ N của bệnh viện N với người nhà N bệnh nhân N . Hậu quả N vụ việc N khiến V anh Hoàng Trần Linh ( 35 tuổi N ) , người nhà N của bệnh nhân Trần Thanh Sơn N ( 58 tuổi N , trú V tại phường N Đông Khê , quận N Ngô Quyền , Hải Phòng ) đang điều trị V ở bệnh viện N này , bị thương V ở đầu N , phải V khâu V 3 mũi N . Theo V ông Hoạt , nguyên nhân N vụ N xô xát V bắt nguồn V từ việc N các bác sĩ N , điều dưỡng N khi N khám V bệnh N có V yêu cầu V người nhà N bệnh nhân N ra V ngoài N theo V quy định N của bệnh viện N . Dù N được V nhắc V nhiều A lần N nhưng người nhà N bệnh nhân Trần Thanh Sơn N không chấp hành V , nên kíp V trực V phải V gọi V bảo vệ V bệnh viện N hỗ trợ V , mời V người nhà N bệnh nhân N ra V ngoài . Khi N bảo vệ V , an ninh N bệnh viện N mời V người nhà N ra V ngoài N , giữa anh Hoàng Trần Linh và bảo vệ V Trần Tuấn Anh xảy V ra V cãi vã V . Trong lúc N hai bên N đôi co N , bảo vệ N Tuấn Anh dùng V gậy N chỉ V đường N đánh V vào đầu N khiến V anh Linh khiến V bị V chảy V máu N , được V mọi người N đưa V đi V cấp cứu V và phải V khâu V 3 mũi N . "" Bệnh viện N tiến hành V khám V bước đầu N , sơ cứu V cho anh Linh N và chuyển V anh Linh sang V điều trị V tại Bệnh viện N Đa khoa N quốc tế A theo V yêu cầu N của gia đình N . Đại diện N Ban N giám đốc N Bệnh viện N , Công ty N bảo vệ V Đại An Phát cũng đã đến V thăm hỏi V anh Linh "" , ông Hoạt cho V biết V thêm V . Anh N Trần Tuấn Anh là V bảo vệ V của Công ty N Đại An Phát ( đơn vị N được V Bệnh viện N hữu nghị A Việt - Tiệp Hải Phòng ký V hợp đồng N ) . Lãnh đạo V Bệnh viện N hữu nghị A Việt - Tiệp yêu cầu V Công ty N bảo vệ V Đại An Phát và đội N an ninh V bệnh viện N rút V kinh nghiệm N , có V hành xử N đúng mực V không để V tái diễn V sự việc N tương tự A . Hiện nay V tình hình N sức khỏe N của anh Linh N dần ổn định A , không nguy hiểm A tính mạng N . Công an N phường N Cát Dài đang tạm A giữ V bảo vệ N Trần Tuấn Anh để tiếp tục V điều tra V vụ việc N . ","Mời người nhà bệnh nhân ra ngoài không thành , bảo vệ dùng gậy chỉ đường vụt vào đầu khiến nạn nhân phải khâu ba mũi .",vietnews
387,"Nhà chức trách N huyện N Thanh Chương ( Nghệ An ) cho V biết V , đêm N 13/10 V , đàn voi N rừng N 6 con N tiếp tục V xuất hiện V trong khu vực N vườn N của gia đình N ông Nguyễn Công Dân ( trú V xóm N 15/7 N , xã N Thanh Đức ) cùng một số hộ N dân N khác A . Đây V là V đàn voi N trong vùng N lõi N của Vườn quốc gia N Pù Mát , từ đầu N tháng N 10 đã di chuyển V ra V khu vực N dân cư N và bị V chính quyền N địa phương N cùng A người N dân N tổ chức V lực lượng N đẩy V đuổi V vào V rừng N . Hình ảnh N đàn voi N xuất hiện V ở xã N Thanh Đức được nhà chức trách V ghi V lại V . Theo V bà Lê Thị Kỹ ( vợ N ông Dân ) , đàn voi N xuất hiện V lúc N 19 h N , cách V khu vực N nhà N dân N khoảng A 30 m , một số con cất tiếng N rống N to A , dẫm V nát A nhiều A cây N rễ N hương N , chè N . Dân làng N đã ra V đánh trống N , đốt V lửa N xua N voi N quay V lại V rừng N . Ông N Nguyễn Hữu Vĩnh , Chủ tịch N UBND xã N Thanh Đức cho V biết V , đàn voi N gồm V 1 con N nhỏ A , 3 con N trung bình A và hai con N lớn A , dấu N chân voi N để V lại V vườn N dân N có V đường kính N từ 30-35 cm . Xem V thêm V : 6 voi N rừng N về V làng N phá V vườn N dânĐức N Hùng ","Sau khi bị đẩy đuổi vào rừng , đàn voi 6 con ở xã miền núi tỉnh Nghệ An xuất hiện trở lại cách nhà dân khoảng 30 m .",vietnews
388,"Ngày N 12/4 , Chương trình N bảo tồn V rùa N châu Á N ( ATP ) cho V biết V , ngoài rùa N cùng A loài V với rùa N Hoàn Kiếm đang sống V ở hồ N Đồng Mô ( Sơn Tây , Hà Nội ) , cách V đó không xa A còn V một con N khác A sống V ở hồ N Xuân Khanh . Công bố V đưa V ra V sau N khi N ATP cùng nhà khoa học N Mỹ ứng dụng V kỹ thuật N gene N môi trường N ( eDNA ) trong tìm kiếm V cá thể N cùng A loài V với rùa N Hoàn Kiếm - loài nguy cấp N và quý hiếm V nhất A thế giới N . "" eDNA V là kỹ thuật N mới được V ứng dụng V trong nghiên cứu V rùa N và động vật N hoang dã A . Nó tập trung V phát hiện V dấu vết N di truyền N nhỏ A nhất A trong nước N , thường được V áp dụng V với loài N cá N và lưỡng cư V "" , ông Timothy McCormack ( ATP ) cho V biết V . Bức N ảnh N rùa V tại hồ N Xuân Khanh được V chụp V tháng N 5/2017 . Để thực hiện V phương pháp N trên N , nhóm N bảo tồn V đã thu thập V mẫu N nước N từ nhiều A hồ N , gồm V cả Đồng Mô - nơi N rùa N Hoàn Kiếm hoang dã A duy nhất A còn tồn tại V . Tuy nhiên , mẫu N eDNA V không mang V lại V kết quả N như mong đợi V . Cuối N năm N 2016 , ATP nhận V được thông tin N về rùa N mai N mềm A kích thước N lớn A ở hồ N Xuân Khanh , cách V hồ N Đồng Mô không xa A . Ngay lập tức , tổ chức V quyết định V thực hiện V thêm các đợt N quan sát V . Trước N đó năm N 2012 , ATP từng chụp V được bức ảnh N về rùa N lớn A trên hồ N Xuân Khanh nhưng không rõ A . Sau N hàng nghìn giờ quan sát V , nhóm N nghiên cứu V thấy V rùa V xuất hiện V vài lần N . Gần A nhất A là V tháng N 5/2017 , bức ảnh N rùa V được V chụp V bởi anh Nguyễn Văn Trọng với chất lượng N tốt A cho V thấy V đây là V cá thể N rùa V mai N mềm A , nhưng không đủ A định dạng N loài V . Vì vậy nhóm N quyết định V thu V mẫu N eDNA N và phân tích V trong phòng thí nghiệm N thuộc V Đại học N bang N Washington ( Mỹ ) . Kết quả N phân tích V cho V thấy V các dấu vết N di truyền V từ mẫu N nước N phù hợp V với các mẫu N hiện N có V của loài N rùa N Hoàn Kiếm . "" Phát hiện V này mang V lại V hy vọng N mới trong ghép V đôi các loài N hoang dã A phục vụ V mục đích N nhân giống N bảo tồn V "" , ông Timothy McCormack nói V . Loài N Giải Sin - hoe N ( Rafetus swinhoei ) còn có V tên N gọi V khác A là rùa N Hoàn Kiếm , là V loài N rùa V nguy cấp N , quý hiếm N nhất A thế giới N . Đến N cuối N năm N 2016 , thế giới N chỉ còn V ba con N được V ghi nhận V , trong đó hai con N được V nuôi V ở Trung Quốc , một con hoang dã N duy nhất A được tìm V thấy V ở hồ N Đồng Mô năm N 2007 . ","Kỹ thuật gene môi trường giúp nhà khoa học phát hiện thêm con rùa mai mềm quý hiếm , mở ra hy vọng nhân giống phục vụ bảo tồn .",vietnews
389,"Khoảng A 15 h N ngày N 31-3 , tại khoa nội N tổng hợp V Bệnh viện N Đa khoa N Bắc Kạn , tỉnh N Bắc Kạn , bác sĩ N và điều dưỡng viên trong ca N trực V đã bị V một người N đàn ông N lăng mạ V và hành hung V . T. N H. T. , 35 tuổi N , trú V tại phường N sông Cầu N , TP Bắc Kạn nhập viện V . Chồng N của bệnh nhân N này đã tức tốc gọi V các bác sĩ N , điều dưỡng viên N của ca N trực V và to tiếng V lăng mạ N , đánh V 1 nữ N bác sĩ N và 1 điều dưỡng N của ca N trực V . Sự việc N xảy V ra V có V nhiều A bệnh nhân N đang điều trị V tại khoa N chứng kiến V . Bác sĩ N Hoàng Thị Huế cho V biết V : "" Khi N bệnh nhân N kêu V đau V và tê V tay N , chồng N của bệnh nhân N có V lời lẽ N xúc phạm V . Chúng tôi đã gọi V trưởng N khoa N sang V xem xét V thì chồng N của bệnh nhân N đã dùng V tay N đẩy V trưởng N khoa N vào phòng bệnh N và bắt V chúng tôi lấy V dụng cụ N khám V bệnh N . Chị Hà Thị Hảo là V điều dưỡng N cũng bị V đánh V một phát V vào sau N gáy N "" - bác sĩ N Huế kể V . Theo V trình bày N của chị Hà Thị Hảo , điều dưỡng viên khoa nội N tổng hợp A : "" Khi N tôi và bác sĩ N Huế quay V về V phòng N để lấy V dụng cụ N thì chồng N của bệnh nhân N L. T. H. T. đi V theo V chửi bới N và đánh V bác sĩ N Huế , sau N đó đánh V tôi "" . Sự việc N khiến V các bác sĩ N cùng A mọi người N vô cùng bức xúc A . Theo V chị Nguyễn Thị Hương - bệnh nhân N đang điều trị V tại khoa nội N tổng hợp V Bệnh viện N Đa khoa N Bắc Kạn : "" Chồng N của chị này đã có V lời lẽ N , hành động V không đúng A với các bác sĩ N và thậm chí đánh V cả bác sĩ N và điều dưỡng nữ V . Bác sĩ N Trịnh Đình Cương , trưởng N khoa nội N tổng hợp V Bệnh viện N Đa khoa N Bắc Kạn , cho V biết V bệnh nhân N L. T. H. T. đã được V điều trị V tại Trung tâm N Y tế N TP Bắc Kạn , sau N đó được V đưa V vào Bệnh viện N Đa khoa N trong tình trạng N đau đầu A , buồn nôn N , tay chân N tê V bì N , mệt mỏi A . Thông tin V về trường hợp N này , bà Trịnh Thị Lượng , giám đốc N Bệnh viện N Đa khoa N Bắc Kạn , nói V sau N khi N sự việc N xảy V ra V , khoa nội N tổng hợp A đã có V báo cáo V , đồng thời bệnh viện N cũng đã cho V xác minh V sự việc N , trích V xuất V camera N ghi V lại V hình ảnh N , trấn an V các bác sĩ N , điều dưỡng V . . ","Sau khi bệnh nhân kêu đau và tê tay , người chồng tức tốc gọi các bác sĩ , điều dưỡng viên của ca trực và to tiếng lăng mạ , đánh 1 nữ bác sĩ và 1 điều dưỡng của ca trực .",vietnews
390,"Chiều N 27/11 , bà Phạm Ngọc Hà , Trưởng phòng N Kế hoạch N tổng hợp A , Bệnh viện N Sản Nhi Ninh Bình , cho V biết V bệnh viện N vừa nhận V được đơn N của gia đình sản phụ N Ninh Thị Duyên ( 38 tuổi N , phố N Phúc Thịnh , phường N Ninh Sơn , TP Ninh Bình ) yêu cầu V hỗ trợ V 300 triệu đồng vì hoàn cảnh N gia đình N khó khăn A . "" Sau N khi N nhận V đơn N , chúng tôi sẽ họp V để xem xét V và tùy V mức độ N khó khăn A sẽ có V sự N hỗ trợ V cụ thể A ” , bà Hà nói V và cho V biết V thêm V , bệnh viện N đang triển khai V kế hoạch N quyên góp V mỗi công đoàn viên N 600.000 đồng , mỗi cán bộ N nhân viên N 150.000 đồng để hỗ trợ V gia đình N chị Duyên . Ngày N 26/11 , hàng trăm thân nhân N và người N dân N đưa V xác N sản phụ V đến vây V kín A Bệnh viện N Sản Nhi Ninh Bình gây V áp lực N đòi V làm V rõ A nguyên nhân N cái chết V . Theo V bà Hà , phía N bệnh viện N tiếp tục V phối hợp V với cơ quan chức năng N hoàn tất V công tác N điều tra V . “ Vẫn chưa có V kết luận N chính thức A về nguyên nhân N dẫn V đến cái chết V của sản phụ N . Đối với V các bác sĩ N , điều dưỡng N của ca N trực V hôm N xảy V ra V vụ việc N , bệnh viện N đã yêu cầu V làm V bản N tường trình V , tạm A dừng V công tác V chuyên môn N chờ V kết luận N của cơ quan chức năng N ” , bà Hà nói V thêm . Trước N đó sáng N 21/11 , chị Ninh Thị Duyên sinh V mổ V một bé N trai N nặng A 3,5 kg tại Bệnh viện N Sản Nhi Ninh Bình . Những ngày N sau N đó , sức khỏe N chị Duyên tiến triển V tốt A , ăn uống V bình thường A . Sáng N 25/11 , chị Duyên được V truyền V thuốc N như thường lệ N . Khi N truyền V được khoảng A nửa chai N thuốc N , người nhà N phát hiện V sản phụ N có V biểu hiện N co giật N , tím A tái . Dù V được V chuyển V cấp cứu V tại Bệnh viện N Bạch Mai nhưng chị không qua V khỏi . Cho rằng V nguyên nhân N dẫn V đến cái chết V là sự N tắc trách V của bác sĩ N Bệnh viện N Sản Nhi Ninh Bình , người nhà N đã đưa V xác N nạn nhân N trở lại V bệnh viện N vào sáng N 26/11 , la N khóc V yêu cầu V làm V rõ A nguyên nhân N và chịu V trách nhiệm N . Hiện V cơ quan N điều tra V Công an N tỉnh N Ninh Bình đã thực hiện V khám nghiệm pháp y N , lập V biên bản N niêm phong V toàn bộ hồ sơ N bệnh án N , toa N thuốc N liên quan V đến quá trình N điều trị V nhằm V xác định V nguyên nhân N . Bé N trai N sơ sinh A , con N chị Duyên , được V chăm sóc V tại Bệnh viện N Sản Nhi Ninh Bình , sức khỏe N của cháu bình thường A . Lê Hoàng ","Trình bày hoàn cảnh khó khăn , gia đình sản phụ tử vong ở Ninh Bình có đơn đề nghị bệnh viện hỗ trợ 300 triệu đồng . Phía Bệnh viện Sản Nhi Ninh Bình đang kêu gọi y bác sĩ đóng góp nhằm đáp ứng đề nghị này .",vietnews
391,"Bác sĩ N Phạm Hữu Tuấn , Khoa hồi N sức N tích cực A chống V độc A , Bệnh viện N Đa khoa N Nghệ An cho V biết V , vừa cứu V sống V bệnh nhân N bị V ngộ độc V cà độc dược V . Nạn nhân N là V anh Nguyễn Đình Toàn ( 38 tuổi N , trú V xã N Thạch Sơn , Anh Sơn , Nghệ An ) . Anh V Toàn bị V ngộ độc N nặng A và được V cấp cứu V qua V cơn N nguy kịch A . Theo V bác sĩ N , đêm N 3/11 N anh Toàn nhập viện V trong tình trạng N kích thích V vật vã V , đồng tử N giãn N to A , miệng N khô A , da N ửng đỏ A , hoảng loạn V về trí nhớ N . Khám V và hội chẩn V khẩn cấp A , bác sĩ N xác định V bệnh nhân N bị V ngộ độc V cà độc dược V . Bệnh nhân N được V dùng V thuốc N an thần V , tăng cường V lợi tiểu V và dùng V than N hoạt tính V bơm V vào dạ dày N , kết hợp V với kháng sinh N . Sau N hơn A một ngày N điều trị V , đêm N 4/11 V bệnh nhân N Toàn đã tự ngồi V dậy V ăn uống V , đi lại V , trí nhớ N đã khá tốt A . Anh N Toàn kể V , anh bị V bệnh N viêm V xoang N , được V người N khác A bày V cách N dùng V trái N cà độc dược N phơi V khô A rồi đốt V để xông V , hít V khói N sẽ chữa V được V bệnh N . Nghĩ V việc N xông V sẽ lâu A nên anh Toàn lấy V một bát N quả N cà độc dược N bỏ V vào nồi N sắc N lấy V nửa N cốc N nước N để uống V . Sáng N 3/11 , sau N khi N uống V cốc N xong V , anh thấy V hoa mắt V , da đỏ N và mê man V . Hải N Bình ","Nghe người khác bày cách dùng cà độc dược để xông mũi chữa bệnh xoang , anh Toàn sắc nước uống vì nghĩ sẽ tác dụng nhanh hơn . Hậu quả anh Toàn bị ngộ độc suýt mất mạng .",vietnews
392,"Sáng N 28/3 , trao đổi V với PV , một lãnh đạo N Công an N tỉnh N Vĩnh Phúc cho V biết V , theo V báo cáo N mới A nhất A từ phía N Cơ quan N điều tra V về V kết quả N kiểm tra V chất N kích thích V trong máu N tài xế N Phan Thanh Phú ( 43 tuổi N , quê N tại xã N Xuân Sơn , thị xã N Sơn Tây , Hà Nội ) thì không có V nồng độ N cồn N cũng như các chất N kích thích V khác A . “ Đến thời điểm N hiện tại N cơ quan N điều tra V Công an N tỉnh N Vĩnh Phúc vẫn chưa có V các biện pháp N tố tụng N nào đối với tài xế N Phú . Hiện tại V , Công an N tỉnh N Vĩnh Phúc mới áp dụng V biện pháp N giữ V người N trong trường hợp N khẩn cấp A đối với tài xế N Phú "" , vị công an N này cho V hay V . Trước N đó , sau N khi N gây V tai nạn N , do hoảng sợ V nên tài xế N Phú đã bỏ V xe N và về V nhà N tại thị xã N Sơn Tây ( Hà Nội ) , sau N đó cơ quan N Công an N đã về V tận nơi N để triệu tập V tài xế N này lên V làm việc V . Tại N cơ quan N điều tra V , tài xế N Phú khai V nhận V chiều N 26/3 , Phú điều khiển V xe khách N mang V biển N số N 27 B - 003.43 N từ TP Điện Biên về V huyện N Lập Thạch ( Vĩnh Phúc ) . Xe khách N có V 2 tài xế N thay V nhau N lái V , mỗi tài xế N lái V khoảng N 5 tiếng , trên đường N đi V , xe khách N có V dừng V nghỉ V và trả V khách N dọc A đường N . Đến V khoảng N 1 giờ N 30 sáng N 27/3 , tài xế N Phú cầm V lái N , điều khiển V xe N tới thành phố N Việt Trì ( Phú Thọ ) thì chiếc xe N thay đổi V lộ trình N , rẽ V về phía N huyện N Yên Lạc để trả V khác A , sau N đó mới về V điểm N cuối N là V huyện N Lập Thạch . Trên đường N về V qua địa bàn N thôn N Trung Nguyên xã N Trung Nguyên ( huyện N Yên Lạc , Vĩnh Phúc ) thì tài xế N Phú phát hiện V phía N trước N có V đám tang N nhưng không kịp A xử lý V đã lao V thẳng A vào đoàn N người N , khiến V 7 người N chết V , 3 người N bị thương V . Clip N hiện N trượng V vụ N tai nạn N 7 người N tử vong V ở Vĩnh Phúc sáng N 27/3 . ","Theo báo cáo mới nhất , Công an tỉnh Vĩnh Phúc cho biết , không phát hiện có chất kích thích trong máu tài xế gây ra vụ tai nạn khiến 7 người tử vong vào sáng ngày 27/3 .",vietnews
393,"Sau N hơn A 7 năm N sử dụng V ở VN với hơn A 40 triệu liều N văcxin N đã dùng V để tiêm V ngừa V 5 bệnh N bạch hầu N , ho gà N , uốn ván N , viêm V gan B N và Hib cho trẻ em N , vào tháng N 6 tới , văcxin N 5 trong 1 Quinvaxem N sẽ chính thức A ngưng V sử dụng V ở VN . Thay thế V cho Quinvaxem là V văcxin N ComBE Five , cũng là V văcxin N 5 trong 1 có V thành phần N ho gà V toàn tế bào N . Chiều N nay 16-4 N , Chương trình N Tiêm chủng V mở rộng V quốc gia N gặp V báo chí N thông báo V chính thức A việc N chuyển đổi V văcxin N . Theo V thông tin N từ Bộ N Y tế N , văcxin N ComBE Five do Công ty N Biological E ( Ấn Độ ) sản xuất V , đạt V tiêu chuẩn N tiền N thẩm định V của Tổ chức N Y tế thế giới N ( WHO ) từ 2012 . Bộ N Y tế N cũng cho V biết V văcxin N này đã được V sử dụng V ở 43 N quốc gia N với trên N 300 triệu liều N ComBE Five đã được V dùng V để tiêm chủng V cho trẻ A ở tháng N tuổi N thứ N 2 , 3 , 4 , mỗi cháu 3 mũi N / liệu V trình V . Văcxin N có V an toàn A là câu N hỏi V được quan tâm V nhất A khi N chuyển đổi V văcxin N . Theo V Bộ N Y tế N , năm N 2016 ComBe Five đã được V dùng V tiêm N thí điểm V nhóm N nhỏ A tại 4 huyện N của tỉnh N Hà Nam , tháng N 11-2017 tiêm V tiếp V tại 4 tỉnh N . Kết quả N không ghi nhận V phản ứng V nặng A sau N tiêm N . Các N phản ứng V thường gặp V nhất là V phản ứng V tại chỗ A tiêm V như đau V , quầng N đỏ A , với tỷ lệ N 5-15 N , tỷ lệ N có V sốt V sau N tiêm N là V 34-39 N % V . Văcxin N 5 trong 1 là V văcxin N được V hàng triệu gia đình N VN quan tâm V , do mỗi năm N có V tới trên N 5 triệu liều N được sử dụng V tiêm V cho trên N 1,7 triệu trẻ em N . Trong N số N này , có V xấp xỉ A 5 triệu liều N là V Quinvaxem và tới V đây là V ComBE Five , số N còn V lại V là V văcxin N 5 trong 1 dịch vụ N . Trong A hơn A 7 năm N sử dụng V tại VN , Quinvaxem cũng là V loại N văcxin N liên quan V nhiều A trường hợp N phản ứng V nặng A sau N tiêm N nhất ( riêng năm N 2017 có V 9 ca N gặp V phản ứng N nặng A sau N tiêm N Quinvaxem ) . ",Lý do của việc này là nhà sản xuất Berna ( Hàn Quốc ) ngừng sản xuất văcxin Quinvaxem .,vietnews
394,"Con người N là V sinh vật N có V bộ não N tiến hóa V rất cao A cho phép V thực hiện V nhiều A hành vi N và các khả năng N đặc biệt A không có V ở các loài N khác A , trong đó có V khả năng N phát hiện V hướng N nhìn V của người N khác A . Khả năng N này là do sự N tương phản V màu sắc N trong con mắt N con người N . Đối với V các loài N động vật N khác A , màng cứng N và tròng V mắt N tối A hơn A nên được V cho V là không có V khả năng N này . Tuy nhiên , một nhóm N các nhà khoa học N tại Đại học N St Andrew ( Scotland ) và Đại học N Quốc gia N Singapore và Đại học N Leiden ( Hà Lan ) vừa phát hiện V khả năng N này cũng có V ở loài N tinh tinh N . Trong V báo cáo V trên kỷ yếu N của Viện Hàn lâm N khoa học N quốc gia N Hoa Kỳ hôm N 2-9 , các nhà khoa học N giải thích V : Trước N khi N có V ngôn ngữ N , tổ tiên N của chúng ta có thể đã dựa V vào ánh N nhìn V của những người xung quanh N để truyền đạt V những nguy hiểm N hoặc thông tin N hữu ích A khác A . "" Con người N khi N ấy không thể nói V ' N nhìn V sang V bên N kia ! ' N mà sẽ chỉ nhìn V chăm chú A vào kẻ săn V mồi N . Điều N đó gây V chú ý V cho những người còn V lại V "" , nhà khoa học N Juan O Perea - García , khoa N khoa học sinh N học V Đại học N Quốc gia N Singapore , cho V biết V . Loài N linh trưởng N nói chung có V cấu tạo V mắt N giống A như con người N , có V màng cứng N màu N trắng đục N và tròng đen V sẫm N . Nhưng ở tinh tinh N thì có V một điểm N khác A là màng cứng N có V màu N rất tối A , và tròng đen V thì nhạt A hơn A . Nghiên cứu ở cả hai trường hợp N này đều cho V thấy V có V cùng A một kiểu N tương phản N nhìn V thấy V như ở trong mắt N người N . Điều V đó cho V thấy V tinh tinh N có V khả năng N phát hiện V hướng N nhìn V của con N khác A . Tiến sĩ V , giảng viên N nguyên thủy N học V Cat Hobaiter , Đại học N St Andrew , nói V : "" Nhận biết V nơi N mà ai đó đang nhìn V được V coi V là chìa khóa N để hiểu V những gì họ quan tâm V . Đây N là V một phần N của sự N phát triển V nhận thức N "" . ",Biết được người khác đang nhìn cái gì là khả năng được cho là chỉ xuất hiện ở con người . Nhưng phát hiện khoa học mới cho thấy loài tinh tinh cũng có khả năng này .,vietnews
395,"Hết V chuyện N đổ V dầu luyn V vào hàng thịt N lợn N tại Hải Phòng và nay lại đến chuyện N truy V sát A người N ở trung tâm N y tế N ( TTYT ) huyện N tại Bình Định . Cụ thể A , câu chuyện N xoay V quanh N sự N mâu thuẫn V trong việc N vận chuyển V bệnh nhân N tại TTYT huyện N Phú Mỹ , tỉnh N Bình Định giữa anh Võ Trương Như Vương ( nhân viên N TTYT huyện N Phù Mỹ ) và anh Huỳnh Phát Tài ( con trai N của ông Huỳnh Kim Tạo , cán bộ N phòng N y tế N huyện N ) . Vị V cán bộ N y tế N đó đã khẳng định V rằng chuyện N truy V sát A ở TTYT huyện N chỉ là V “ Chuyện N nhỏ A thôi mà , không có V gì to tát V đâu ” . Không biết V với trường hợp N này , chúng ta có thể dùng V câu N nói V “ cá N chuối N đắm đuối V vì con N ” để bao biện V cho sự N “ vô cảm A ” trong câu N trả lời V của vị cán bộ N đó hay không ? Nhưng dù có V giải thích V thế nào thì xét V từ góc N nhìn V khách quan A , một người N làm V trong môi trường N y tế N , công việc N chính là V cứu V người N , chăm sóc V sức khỏe V cho nhân dân N mà lại coi V việc N đâm V chém N , hại V người N ngay trong khuôn viên N TTYT là V “ chuyện N nhỏ A ” thì thật … lạ A . Và suy N cho cùng A thì việc N đâm V chém V người N tại TTYT huyện N Phù Mỹ còn “ dã man A ” và khiến V độc giả “ lạnh gáy N ” hơn A cả việc N nhiều A thanh niên N mang V theo V hung khí N vào bệnh viện N Đại học N Y Hà Nội truy V sát A bệnh nhân N . Bởi V thực chất N , hành động V của những kẻ hung đồ V tại bệnh viện N Đại học N Y Hà Nội chỉ mang V tính N bộc phát N , thiếu V suy nghĩ N của những thanh niên N mới lớn A thích V chứng tỏ V bản thân N . Còn V với trường hợp N ở TTYT huyện N Phù Mỹ thì hành động V của những kẻ "" côn đồ N "" nói V trên N đã mang V tính V hệ thống N , ăn thua V trên cả thân xác N của người bệnh N và hơn A nữa , chúng mang V một vẻ ngoài N đầy A đạo mạo N . Sau N sự việc N này , trong đầu N tôi bất chợt nảy V ra V một câu hỏi N , vậy chức năng N của TTYT huyện N Phù Mỹ là V gì ? Cứu V người N hay hại V người N ? Tại sao một cán bộ N có V “ tiền án N hại V người N ” , có V phát ngôn N tàn nhẫn V về tính mạng N và sức khỏe N của người N khác A như vậy vẫn cứ “ trơ trơ V tại vị N ” tại một môi trường N mà đúng A ra V , chỉ nên có V những người nhân đức V ? Bảo Trang * Bài N viết V thể hiện V quan điểm N của tác giả N . ","Liên quan đến việc con trai của mình đâm , chém 2 người , ông Huỳnh Kim Tạo ( cán bộ phòng Y tế huyện Phù Mỹ , Bình Định ) đã khẳng định đó là “ chuyện nhỏ ” .",vietnews
396,"Bệnh N không chỉ gây V phiền toái N trong cuộc sống N và sinh hoạt V hằng ngày N mà còn tăng V nguy cơ N sa sút N trí tuệ V khi N về V già A . Tình trạng N nhớ V nhớ V , quên V quên V ở người N trẻ A ngày càng phổ biến A , tại sao ? Quên V ngay trong giây N látĐiển V hình N là V trường hợp N nữ sinh viên N T. ( 22 tuổi N , Đại học N Nông lâm N TP. HCM ) . Đến V bác sĩ N , T. cho V hay V mặc dù đã cố gắng V ghi nhớ V những việc N sẽ làm V và sắp làm V bằng cách N ghi chú V nhưng khi N ngoảnh mặt V đi V , lại quên V ngay . . . Đặc biệt A là khi N đi V học V về V , T. hay quên V làm V bài N tập V , gửi V mail N thì không đính V kèm V file N , thậm chí quên V đem V tài liệu N khi N đi V học V "" - T. kể V . Tương tự A , chị Nguyễn Thu Th . Thủ Đức , TP. HCM ) liên tục A phải V đối mặt V bệnh N hay quên V . Chị Th . Mới đây , các bác sĩ N Trung tâm N Giám định V pháp y N tâm thần N TP. HCM kết luận V chị Th . bị V suy giảm V trí nhớ V tạm thời A do áp lực N từ công việc N và cuộc sống N . Có V rất nhiều A trường hợp N người N trẻ A mắc V chứng N hay quên V . Theo V báo cáo N của Hội N Thần kinh học N TP. Số bệnh nhân N giảm V trí nhớ N ở người N trẻ A đang ở V mức N báo động V . . . Căn bệnh N từ lối N sốngCác V chuyên gia N cho V rằng dấu hiệu N chung A của bệnh N này là V cảm giác N mơ hồ A , lúc N nhớ V lúc N quên V về những điều N bản thân N sẽ cố gắng V thực hiện V nhưng không thể nhớ V ra V . PGS. N TS Vũ Anh Nhị - phó chủ tịch N thường trực V Hội N Thần kinh học N Việt Nam , chủ tịch N Hội N Thần kinh học N TP. . . khiến V người bệnh N dễ A cáu kỉnh V , tức giận V trong ửng N xử V giao tiếp V . "" Thủ phạm N "" chính gây V ra V chứng bệnh N hay quên V ở những người trẻ A là V thường xuyên A gặp V căng thẳng A , áp lực N trong công việc N và học tập V ; lối N sống V không khoa học N như uống V nhiều A chất N kích V kích N , thức V khuya A , lười A vận động V . . . . . cũng gây V ra V chứng N hay quên V ở người N trẻ A - PGS. "" Khi N thấy V bản thân N mắc V chứng bệnh N hay quên V , người bệnh N cần V đến V ngay các cơ sở N uy tín N để xem V não bộ N có V tổn thương N hay không . Đừng V cho V rằng đây là V thói quen N của bản thân N mà lơ là V cho V qua V "" - PGS Cường nhấn mạnh V . . ","Nếu như trước đây , bệnh này chỉ gặp ở người cao tuổi thì nay bệnh xuất hiện nhiều ở người trẻ tuổi . Theo các chuyên gia , bệnh hay quên ( đãng trí ) gây suy giảm não bộ nếu lặp lại thường xuyên trong thời gian dài .",vietnews
